C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_371.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_371.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_371.jpg, 0, 0, 0, 7.865786E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_473.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_473.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_473.jpg, 0, 0, 0, 7.783256E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_575.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_575.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_575.jpg, 0, 0, 0, 7.83683E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_676.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_676.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_676.jpg, 0, 0, 0, 7.867227E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_782.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_782.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_782.jpg, 0, 0, 0, 7.810586E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_886.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_886.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_886.jpg, 0, 0, 0, 7.856287E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_39_992.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_39_992.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_39_992.jpg, 0, 0, 0, 7.822905E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_093.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_093.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_093.jpg, 0, 0, 0, 8.082256E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_200.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_200.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_200.jpg, 0, 0, 0, 7.795569E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_305.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_305.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_305.jpg, 0, 0, 0, 7.910377E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_409.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_409.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_409.jpg, 0, 0, 0, 7.812351E-05
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_515.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_515.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_515.jpg, 0, 0.3348402, 0, 0.2758788
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_616.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_616.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_616.jpg, -0.0215622, 0.6381258, 0, 0.8523861
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_717.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_717.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_717.jpg, -0.3264246, 0.9429882, 0, 1.783196
C:\Users\User\Desktop\Data2\IMG\center_2019_09_16_18_36_40_818.jpg, C:\Users\User\Desktop\Data2\IMG\left_2019_09_16_18_36_40_818.jpg, C:\Users\User\Desktop\Data2\IMG\right_2019_09_16_18_36_40_818.jpg, -0.01812871, 1, 0, 2.922475
